P00055040A0000|181 183|FR
P03000457A1554|53 54|h
P03000489A0822|147 148|3
P03001086A0587|95 100|hsp70
P03001086A0587|110 115|hsp70
P03001086A0587|123 128|hsp70
P03001086A0587|170 174|dnaK
P03001353A0146|48 50|m2
P03001353A0146|65 68|P58
P03001353A0146|68 71|gag
P03001353A0146|129 132|P85
P03001353A0146|132 135|gag
P03001353A0146|136 139|mos
P03002501A1327|125 126|3
P03002501A1327|143 144|5
P03003695A0395|121 124|kbp
P03003695A0395|154 155|5
P03004739A0753|64 67|CAT
P03004739A0753|176 179|CAT
P03006066A0653|15 18|myb
P03006066A0653|66 69|myb
P03006066A0653|71 74|P75
P03006066A0653|76 79|myb
P03006066A0653|110 113|P54
P03014593A0681|81 82|5
P03014593A0681|89 90|3
P03016301A0605|12 15|myc
P03016301A0605|34 35|5
P03016301A0605|67 68|5
P03016301A0605|93 98|c-myc
P03016301A0605|138 143|c-myc
P03018491A0840|122 123|5
P03018491A0840|176 177|3
P03036933A0774|72 76|ACTH
P03050147A0896|62 64|E1
P03050147A0896|117 118|P
P03050147A0896|119 120|C
P03061301A1409|43 45|F1
P03061301A1409|161 162|p
P03061383A0000|144 146|-1
P03064811A0485|119 122|Met
P03073091A0449|91 92|1
P03073091A0449|97 99|10
P03073091A0449|286 287|5
P03090237A0202|91 93|12
P03090237A0202|116 119|key
P03090237A0202|126 129|key
P03090237A0202|177 180|key
P03090237A0202|193 196|key
P03102289A0786|173 175|12
P03102289A0786|244 247|per
P03104248A0322|111 113|G2
P03104248A0322|120 122|12
P03108171A0088|90 91|5
P03109147A0000|140 142|10
P03109147A0000|147 148|3
P03109147A0000|164 167|per
P03110119A0267|65 67|O2
P03110119A0267|163 164|1
P03110678A0702|134 135|2
P03110692A0156|41 42|P
P03110692A0156|65 66|2
P03110692A0156|215 216|P
P03110692A0156|292 293|2
P03110692A0156|354 355|1
P03110692A0156|420 423|per
P03112028A0404|73 74|3
P03115787A0633|134 135|5
P03115787A0633|156 157|2
P03115787A0633|203 204|3
P03127463A1017|55 58|CSF
P03171279A0158|157 160|PIP
P03178161A0000|112 115|B12
P03178161A0000|201 203|EC
P03185322A1305|96 97|2
P03192537A0370|64 72|HMG-I(Y)
P03192537A0370|139 144|HMG-I
P03258069A0000|182 186|pain
P03258069A0000|223 224|2
P03263357A0112|210 211|1
P03263357A0112|215 217|-1
P03263465T0000|40 41|H
P03263465T0000|88 89|H
P03274204A0642|107 110|per
P03280021A1615|76 77|5
P03280021A1615|78 79|M
P03280021A1615|106 107|M
P03280021A1615|202 203|T
P03282813A0794|177 178|r
P03282813A0794|206 207|p
P03296212A0603|228 231|IFN
P03297181A0127|115 117|SR
P03297181A0127|164 166|SR
P03297181A0127|186 188|SR
P03297181A0127|189 190|F
P03319912A0000|158 160|12
P03351478A0371|46 47|C
P03352947T0001|32 35|ARC
P03352947T0001|36 39|LAS
P03354295A0157|84 86|10
P03360948A0477|119 122|CAP
P03375184A0000|160 161|2
P03380547A0169|9 12|PAG
P03381039A0364|125 126|3
P03398823A0459|127 128|p
P03402183A0171|78 79|1
P03402183A0171|120 121|2
P03402183A0171|155 156|3
P03428084A0430|115 117|C1
P03428274A0000|111 112|2
P03491190A0233|43 46|LAD
P03499657A0000|24 27|Gla
P03537721A0491|90 94|GAL4
P03545955A0751|163 164|h
P03545955A0751|174 175|2
P03545955A0751|248 249|h
P03545955A0751|259 260|3
P03545955A0751|324 325|h
P03563399A0534|60 61|S
P03568311A0273|80 83|RAP
P03568311A0273|89 92|IPP
P03578948A0448|71 73|-1
P03578948A0448|88 90|10
P03578948A0448|94 96|12
P03578948A0448|104 106|-1
P03592297A0679|122 123|C
P03592297A0679|204 205|C
P03597218A0901|58 65|alpha 2
P03597218A0901|131 132|P
P03597218A0901|297 298|P
P03597269A0409|90 91|2
P03608916A0790|22 25|HPT
P03608916A0790|89 90|P
P03612316A0102|126 127|g
P03619249A0428|211 212|A
P03619249A0428|217 218|B
P03619249A0428|224 225|A
P03619249A0428|231 232|B
P03619249A0428|259 260|A
P03619249A0428|286 287|A
P03628713A0961|77 78|1
P03628713A0961|83 84|2
P03628713A0961|200 203|AIB
P03628713A0961|207 209|Rb
P03651840A0266|67 72|MAO-B
P03659994A0150|190 192|T2
P03673640A0533|296 299|MAO
P03676174A0730|98 100|up
P03676174A0730|115 116|1
P03676174A0730|116 118|st
P03678372A0170|52 53|6
P03682805A0375|164 165|3
P03684378A0653|85 86|r
P03684378A0653|196 198|K1
P03688301A0129|140 141|B
P03714348A0833|100 103|CIC
P03714348A0833|125 128|NIH
P03720966A1043|47 48|N
P03733563A0716|58 60|TG
P03759330A0713|26 28|F2
P03759330A0713|61 64|CHD
P03759330A0713|85 87|G1
P03759731A0992|91 93|m2
P03759731A0992|101 103|IV
P03780371A0792|117 118|5
P03785212A1128|14 15|3
P03806696A0000|253 254|5
P03810361A0576|99 100|h
P03818866A0116|84 85|r
P03818866A0116|94 95|p
P03824908A0116|200 201|M
P03836853A0204|7 8|2
P03836853A0204|10 11|3
P03865743A0859|70 71|A
P03865743A0859|74 75|B
P03865743A0859|90 91|A
P03865743A0859|95 96|B
P03874921A0862|130 132|EP
P03878585A0507|100 101|r
P03878585A0507|111 112|2
P03878585A0507|184 186|m2
P03878585A0507|192 193|r
P03878585A0507|207 208|3
P03878585A0507|320 322|m2
P03878585A0507|328 329|r
P03882029A0000|176 179|cat
P03887769A0093|40 41|g
P03887769A0093|71 72|J
P03887769A0093|73 74|g
P03911052A0909|48 50|CP
P03911052A0909|97 99|CP
P03915540A0863|82 86|GCN4
P03915540A0863|112 113|2
P03915540A0863|122 123|3
P03922116A0197|94 95|2
P03922116A0197|167 168|3
P03928442A0463|102 105|SPR
P03940818T0000|33 36|HBV
P03953361A0000|177 179|CK
P03953361A0000|197 199|LA
P03956647A1063|143 144|1
P03956647A1063|145 146|A
P03956647A1063|149 150|2
P03956647A1063|283 285|ph
P03956647A1063|290 291|A
P03956647A1063|294 295|2
P03987818A0440|24 28|AP-A
P03992022A0330|99 100|N
P04000347A0442|133 136|BEN
P04000347A0442|168 171|BEN
P04011338A0620|136 137|r
P04011338A0620|146 147|p
P04019066A0000|140 143|SCX
P04024685A0650|114 115|p
P04024685A0650|168 169|p
P04024685A0650|227 228|p
P04024685A0650|284 285|p
P04024685A0650|340 341|p
P04051521T0001|99 100|5
P04068663A0452|146 149|CRF
P04068969A0300|3 5|L4
P04079738A0677|82 84|-1
P04079738A0677|86 87|P
P04079738A0677|145 146|C
P04086403A1016|74 75|P
P04086403A1016|110 112|AS
P04377003A0000|153 156|CSF
P04394290T0000|95 98|cat
P04536964T0000|33 34|H
P04563045T0000|8 9|2
P04563045T0000|22 24|-1
P05110049T0001|1 3|st
P05425195T0001|82 84|EC
P05451324T0000|69 71|CO
P05689427T0052|3 4|N
P05689427T0052|11 14|N-2
P05858571T0000|29 30|2
P05858571T0000|43 45|-1
P05917315T0026|39 41|up
P05959588T0000|28 29|5
P06109017A0000|58 59|1
P06109017A0000|308 310|10
P06121577A0280|122 124|10
P06131378A0818|83 87|DHFR
P06131378A0818|153 157|DHFR
P06141764A0339|124 126|PB
P06163433T0000|13 14|p
P06163433T0000|48 49|5
P06185493A0468|120 123|ADP
P06223586A0460|51 52|1
P06223586A0460|56 57|5
P06252883A0100|57 60|H10
P06254973A1757|212 213|6
P06254973A1757|288 291|HDP
P06254973A1757|322 323|6
P06278424A0145|100 101|2
P06278424A0145|122 123|2
P06278424A0145|150 153|MPC
P06281759A1086|8 17|RNase III
P06281759A1086|82 84|PL
P06296833A0000|74 75|3
P06300836A0285|172 174|10
P06300836A0285|193 195|10
P06310608A0749|182 183|M
P06316623A0188|63 66|per
P06316623A0188|88 91|per
P06327039A0743|297 298|r
P06327039A0743|308 309|p
P06328485A0277|83 86|gag
P06328485A0277|94 95|3
P06328485A0277|237 241|myc-
P06328485A0277|304 307|myc
P06336045A0261b|152 155|TRP
P06342141A0226|242 243|2
P06342141A0226|279 282|how
P06342141A0226|406 407|3
P06345840A0348|33 35|CI
P06345840A0348|42 44|CI
P06345840A0348|140 143|TPR
P06361318A0440|165 167|R1
P06407348A0516|220 221|2
P06434587A0551|93 95|LH
P06435565A0648|234 235|p
P06460889A0111|82 85|SBP
P06460889A0111|166 169|PBF
P06467797A0233|64 66|10
P06467797A0233|89 90|D
P06467797A0233|108 109|D
P06467797A0233|115 116|D
P06467797A0233|157 158|P
P06467797A0233|199 200|P
P06473252A1073|124 126|AT
P06480542A0000|55 57|12
P06482179A0497|40 42|12
P06483863A0000|108 109|5
P06483863A0000|167 168|3
P06503329A0588|58 60|SD
P06503329A0588|67 68|g
P06503329A0588|111 112|2
P06503329A0588|113 115|SD
P06503329A0588|122 123|g
P06503329A0588|125 126|P
P06506074A0456|43 45|PL
P06506074A0456|56 57|C
P06506074A0456|82 84|TG
P06506074A0456|91 93|PL
P06506074A0456|104 105|C
P06507629A0717|144 146|-1
P06507629A0717|149 150|g
P06507629A0717|150 152|-1
P06606043A0598|29 30|5
P06606043A0598|37 38|6
P06606043A0598|109 110|2
P06630319A0244|21 22|h
P06662623A0124|86 87|h
P06662623A0124|117 119|10
P06662623A0124|120 122|12
P06662623A0124|132 134|-1
P06667015A0832|164 166|MB
P06668316A0178|146 147|3
P06668316A0178|271 272|6
P06670732A0000|43 44|1
P06670732A0000|170 171|5
P06674374T0000|96 97|B
P06684624A0736|41 44|per
P06694380A1483|70 72|SD
P06694380A1483|90 91|P
P06694380A1483|130 132|AT
P06694778A0000|8 12|term
P06698047A0445|75 78|TRH
P06711642A0093|215 216|5
P06711642A0093|220 223|per
P06714298X0000|100 101|2
P06714298X0000|119 121|-1
P06714298X0000|127 129|-1
P06735247A0803|149 150|p
P06760394T0001|93 94|F
P06763897A0216|95 99|Sar1
P06781339A0501|59 61|up
P06790572A0330|114 115|B
P06794480A0785|78 79|p
P06798609A0000|140 141|3
P06805504A0629|114 115|N
P06805504A0629|143 144|N
P06821147A0468|26 27|g
P06821147A0468|28 29|N
P06829082A0187|179 181|10
P06829082A0187|190 191|C
P06840803A0397|68 69|6
P06856669A1004|91 92|5
P06872800T0000|54 57|HBV
P06880563A0516|54 55|2
P06880604A0167|161 162|1
P06882578A0464|238 239|6
P06895559A0000|159 161|th
P06959130A0996|127 130|Arg
P06959130A0996|145 148|Arg
P06966678A0523|292 294|12
P06966678A0523|311 312|r
P06966678A0523|344 345|r
P06984225A0367|19 21|up
P06993660A0000|232 233|2
P06993660A0000|235 236|6
P06997203A0325|59 61|IF
P06997203A0325|133 136|PHA
P07015262A0396|147 150|CRP
P07021505A0510|61 62|P
P07021505A0510|82 83|6
P07034479A1050|92 93|p
P07084617A0204|50 52|10
P07084617A0204|63 64|5
P07084617A0204|90 91|1
P07113897A0285|77 81|rest
P07113897A0285|117 118|p
P07113897A0285|178 179|p
P07113897A0285|267 271|rest
P07113897A0285|272 273|r
P07113897A0285|291 292|r
P07113897A0285|301 302|p
P07124743A1223|40 43|As2
P07124743A1223|301 302|g
P07149047A0260|66 67|5
P07149047A0260|76 77|2
P07172690A0547|145 151|ATPase
P07172690A0547|183 186|SPR
P07183576A0157|140 141|g
P07183576A0157|143 145|SD
P07183576A0157|180 181|g
P07183576A0157|183 185|SD
P07183576A0157|230 231|g
P07183576A0157|233 235|SD
P07184375T0001|71 72|P
P07192722A0682|112 113|2
P07192722A0682|144 145|2
P07192722A0682|171 173|CL
P07192722A0682|200 201|p
P07217329A0000|60 61|1
P07236351A0812|104 107|CA4
P07243380A0327|73 76|P50
P07249497A0688|112 116|term
P07249497A0688|133 136|PPI
P07260987A0336|50 51|2
P07372928A0105|165 166|2
P07385933A0085|42 45|per
P07385933A0085|76 77|2
P07386500A0174|95 98|per
P07406527A0212|177 180|HCB
P07413242A0000|17 19|up
P07413242A0000|71 73|T1
P07413242A0000|74 76|L3
P07428037A0989|49 51|mt
P07428037A0989|82 84|10
P07434456A0286|115 116|1
P07434456A0286|170 174|wash
P07463294A1216|71 73|10
P07463294A1216|77 79|12
P07463294A1216|89 90|5
P07463294A1216|150 151|p
P07463294A1216|185 186|5
P07474124A1360|216 217|F
P07474140A1036|170 171|D
P07474140A1036|184 185|H
P07474140A1036|191 192|C
P07474140A1036|198 199|C
P07474140A1036|209 210|C
P07477245A0625|63 65|B2
P07477245A0625|66 68|G1
P07477245A0625|69 71|G2
P07477245A0625|103 105|AF
P07477245A0625|106 108|B1
P07477245A0625|111 113|G1
P07490083A0000|22 24|CA
P07490766T0000|71 74|Max
P07490766T0000|79 84|c-Myc
P07493627A0882|95 97|-1
P07493627A0882|127 130|RXR
P07493627A0882|157 159|EC
P07493627A0882|159 161|-1
P07499242A0898|94 96|up
P07499401A0444|34 35|H
P07499401A0444|53 54|H
P07499401A0444|59 60|F
P07499401A0444|78 79|H
P07499401A0444|85 86|F
P07499409A0367|100 101|N
P07499848A0409|108 109|1
P07500386A0870|72 78|GapIII
P07500386A0870|79 82|GRD
P07500386A0870|178 182|IRA1
P07500950A0000|21 26|trolC
P07501700A0000|78 79|A
P07501700A0000|81 84|MLA
P07504171A1214|24 27|SH2
P07504171A1214|156 159|Src
P07504171A1214|160 163|SH2
P07505798A0000|56 57|A
P07505798A0000|89 91|HA
P07505798A0000|167 168|H
P07505798A0000|194 195|T
P07507207A0991|95 100|IRF-2
P07507207A0991|148 153|IRF-1
P07508140A0448|44 45|2
P07508140A0448|80 81|C
P07511444A0728|76 77|C
P07511444A0728|117 118|C
P07511444A0728|144 146|10
P07511444A0728|159 162|BMT
P07511818A0485|12 20|IFN-beta
P07511818A0485|104 107|IFN
P07511818A0485|242 250|IFN-beta
P07513703T0000|63 70|SH-PTP2
P07516337A1119|56 59|p95
P07516337A1119|59 62|Vav
P07517869A0411|80 85|C/EBP
P07518257A0351|54 56|P1
P07518257A0351|120 122|P2
P07518426A0000|15 19|IL-8
P07518426A0000|85 86|C
P07518426A0000|89 90|C
P07518578A0000|54 57|src
P07518578A0000|92 101|pp60c-src
P07518578A0000|225 228|src
P07518578A0000|320 329|pp60c-src
P07521009A0377|33 34|3
P07521009A0377|150 151|T
P07521009A0377|153 154|A
P07521009A0377|155 156|C
P07521009A0377|187 189|al
P07522163T0000|128 129|6
P07522163T0000|137 138|1
P07522163T0000|157 158|T
P07522163T0000|250 253|CTL
P07523363A0440|106 110|USF2
P07528325A0165|52 63|GH receptor
P07528325A0165|78 83|Stat1
P07528746A1049|73 74|P
P07528746A1049|123 124|P
P07528746A1049|152 153|5
P07528746A1049|224 227|Tyr
P07528746A1049|228 229|P
P07528746A1049|246 247|1
P07528746A1049|253 257|RHL1
P07528772A0616|142 143|S
P07528772A0616|187 190|NH2
P07528772A0616|213 216|SH2
P07528772A0616|228 231|ZAP
P07528772A1539|124 127|ZAP
P07530502T0000|105 108|kit
P07534285A0155|141 142|3
P07534306A0444|316 317|D
P07537362A1112|52 53|v
P07537362A1112|54 57|Src
P07538818A0197|274 276|F3
P07541912A0485|84 85|C
P07541912A0485|114 116|P1
P07541912A0485|121 123|P2
P07542616A0313|71 75|GCN4
P07543592A0624|54 56|E5
P07544357A0808|8 10|-1
P07544357A0808|171 175|CD44
P07544357A0808|185 189|CD44
P07544357A0808|189 190|v
P07546294A0000|9 13|UBC2
P07547500A0066|49 52|p40
P07547500A0066|91 95|GAL4
P07547500A0066|129 130|B
P07547500A0066|138 141|p40
P07547510A0261|247 249|H3
P07559233A0534|65 66|P
P07559233A0534|104 105|P
P07559233A0534|148 149|R
P07559233A0534|192 193|P
P07559563A0282|19 20|1
P07559563A0282|42 45|Ca2
P07559563A0282|47 50|CaM
P07563994A0488|205 206|p
P07564210A0557|94 96|up
P07564210A0557|100 101|2
P07564210A0557|102 103|h
P07565669T0000|4 7|p21
P07565709A0000|35 36|T
P07565709A0000|116 117|T
P07565713A0634|126 131|Hsp60
P07565736A2134|29 40|C/EBP alpha
P07565736A2134|61 67|GM-CSF
P07565776A0612|27 31|PBS2
P07565776A0612|74 79|HSP12
P07567979A1266|121 122|1
P07568026A0622|4 10|Stat5b
P07568118A1267|122 128|p21ras
P07568865A0305|95 97|10
P07568865A0305|98 99|3
P07568865A0305|110 112|10
P07568865A0305|113 114|6
P07568865A0305|221 222|1
P07569075A0585|85 87|PR
P07569075A0585|155 157|CT
P07574064A1416|103 107|PCO2
P07574064A1416|157 159|-1
P07575416A0000|0 16|Protein kinase C
P07575416A0000|18 21|PKC
P07579328A0653|16 19|CAT
P07579328A0653|49 53|GAL4
P07579328A0653|103 106|NIH
P07579328A0653|107 108|3
P07579695A0336|143 147|CEP1
P07579695A0336|148 152|CBF1
P07579695A0336|165 169|CBF2
P07579695A0336|175 179|CEP3
P07579695A0693|76 77|p
P07581364A0500|98 100|CA
P07585246T0000|70 71|5
P07585559A0000|31 32|6
P07585559A0000|44 45|2
P07585559A0000|48 49|2
P07585559A0000|233 236|ras
P07588240A0000|130 132|-1
P07588240A0000|139 148|IL-1 beta
P07588240A0000|169 172|ICE
P07588240A0000|178 180|-1
P07588245T0000|121 123|TR
P07589069A1245|187 190|CD6
P07589069A1245|191 194|PB1
P07590264A0373|205 206|3
P07590264A0373|262 263|A
P07592723A0814|117 120|PKC
P07592723A0814|156 159|PKC
P07592730A0204|210 216|TSG-14
P07592771A0258|145 146|1
P07595221A0733|193 198|CIITA
P07597030A0260|108 113|TFIID
P07600111A0000|73 74|2
P07600111A0000|79 81|-1
P07600111A0000|97 98|T
P07607233A0186|96 98|K7
P07607669A1112|32 34|GC
P07607669A1112|109 112|Sp1
P07608268A0194|162 164|DP
P07608268A0194|211 212|6
P07608649A1429|77 81|ET-1
P07608968A0836|174 177|TBP
P07609037A0775|66 71|Oct-1
P07615634A0535|58 61|NH2
P07616563A0532|173 177|GATC
P07616802A0315|118 119|p
P07623807A0162|50 55|Raf-1
P07623807A0162|149 152|Src
P07623814A1040|128 130|RA
P07623814A1040|155 157|ER
P07624119A0528|33 37|PAX3
P07624119A0528|77 78|C
P07624119A0528|123 127|GAL4
P07626469A1341|65 68|LHR
P07628451A0114|91 95|p300
P07628451A0114|127 129|F9
P07629113A0726|99 100|N
P07629163A0770|64 66|PH
P07636179A0000|103 105|G1
P07636648A1229|240 241|p
P07636962A1883b|110 113|TIF
P07651131A1407|115 116|5
P07651131A1407|121 122|6
P07651398A0257|173 176|DER
P07651398T0000|64 67|DER
P07651734A0961|111 117|LIMK-2
P07652575A0435|82 85|Rho
P07652575A0435|96 98|C3
P07653094A0169|46 48|10
P07653094A0169|257 259|SR
P07653094A0169|276 278|-1
P07654712A0774|164 165|C
P07655184A0852|174 176|ER
P07655505A0527|26 30|GT-2
P07655505A0527|210 211|A
P07655509T0000|101 103|PS
P07655509T0000|104 108|IAA4
P07655509T0000|114 117|pea
P07657705A1181|50 53|GPI
P07657705A1181|63 67|HSPG
P07659085A1520|161 166|Oct-1
P07659529A0135|165 169|EpoR
P07667621T0001|47 49|up
P07672821A0763|130 146|H and the factor
P07672821A0763|147 148|H
P07677715A1076|57 60|OCD
P07679390A0721|64 65|5
P07679390A0721|107 111|aFGF
P07679390A0721|199 200|5
P07680035A0221|60 64|GnRH
P07681147A1420|84 87|Ser
P07681147A1420|161 170|pp60c-src
P07683375A0000|298 300|ER
P07687320A0526|105 106|6
P07687541A0992|10 11|p
P07687541A0992|20 24|GNRP
P07687541A0992|29 32|Ran
P07687541A0992|64 67|ras
P07687541A0992|116 119|Ran
P07687541A0992|137 141|CNR1
P07687541A0992|146 150|CNR2
P07691837A1359|36 38|K3
P07691837A1359|228 230|GC
P07693708A0000|0 26|Insulin-like growth factor
P07693708A0000|46 49|IGF
P07693708A0000|50 52|BP
P07693975A1418|111 113|PR
P07696183A0567|277 280|NH2
P07696183A0567|431 434|SH2
P07696183A0567|495 498|p54
P07697294A0329|18 25|HSP81-1
P07704040A0000|74 75|H
P07704040A0000|118 119|P
P07704040A0000|120 121|H
P07704040A0000|180 183|dye
P07704040A0000|195 197|DT
P07704040A0000|210 212|EC
P07706273T0000|48 54|ATPase
P07706273T0000|55 57|B2
P07706273T0000|90 93|THP
P07706273T0000|93 95|-1
P07706307A0914|125 126|B
P07715922A0188|146 149|PRK
P07720572A0701|38 42|myoD
P07720709A0755|25 26|3
P07720709A0755|72 74|RA
P07720709A0755|227 230|AP1
P07723247A1161|59 68|IL-1 beta
P07724452A0344|68 71|per
P07724452A0344|72 75|pen
P07728201A0660|127 128|3
P07739382A0457|127 135|gelsolin
P07739542A1419|81 83|G1
P07739542A1419|84 85|S
P07739566A1076|99 100|N
P07742363A0941|9 12|Ser
P07742363A0941|40 51|eIF-2 alpha
P07743697A0703|51 53|up
P07743697A0703|130 134|arms
P07744776A0617|95 97|10
P07746794A0000|123 125|EL
P07747462A0332|66 69|set
P07748493A1045|105 108|egg
P07748493A1045|125 128|ELH
P07749461A0632|12 13|5
P07749461A0632|143 145|G1
P07757315A1227|163 165|AT
P07758459A1277|154 158|HAP2
P07758459A1277|159 160|3
P07758459A1277|204 208|ABF1
P07759094A0634|28 30|GT
P07759094A0634|31 33|CA
P07759094A0634|123 126|PCR
P07759529A0288|77 86|gp91-phox
P07760841A0221|63 64|p
P07762504A0648|130 131|g
P07765118A0967|67 68|6
P07765118A0967|69 70|h
P07765118A0967|140 141|h
P07774137A0000|61 62|A
P07774137A0000|104 105|A
P07782087A0559|195 199|RACE
P07782302A0479|146 149|Ran
P07782302A0479|173 179|RanBP1
P07783064A0452|91 93|CK
P07784197A0827|149 150|1
P07784197A0827|211 214|c 3
P07786820A0284|73 75|m2
P07786820A0284|114 115|3
P07787179A0312|39 41|-1
P07791764A0357|48 51|Cbl
P07791764A0357|112 116|Grb2
P07791768A0930|84 85|A
P07791768A0930|102 106|swi6
P07791768A0930|108 111|swi
P07791768A0930|160 164|SIR1
P07791783A0000|64 67|HMG
P07791783A0000|122 128|SOX-LZ
P07799925A0526|69 72|p59
P07799925A0526|72 75|fyn
P07799925A0526|207 210|SH2
P07799925A0526|222 225|p59
P07799925A0526|225 228|fyn
P07799931A1232|36 39|Nrl
P07799931A1232|63 66|Maf
P07799948A0777|78 83|Raf-1
P07799948A0777|94 97|Src
P07799948A0777|113 116|Src
P07799948A0777|138 143|Raf-1
P07802655T0000|106 108|L1
P07803809A1852|183 184|3
P07803809A1852|205 207|AT
P07811964A1252|46 47|N
P07811964A1252|90 92|-1
P07814388A0662|86 89|IGF
P07816630A1333|111 115|BTU2
P07816630A1333|147 148|3
P07816630A1333|164 168|H4-I
P07821790A1084|118 121|act
P07823919A1422|50 53|RXR
P07823919A1422|95 100|EAR-3
P07823919A1422|117 122|ARP-1
P07823951A1100|138 142|EKLF
P07828584A0681|45 48|Fos
P07828584A0681|64 67|AP1
P07835886A0894|162 163|C
P07835886A0894|181 182|1
P07836390A1152|37 38|2
P07836406A0884|82 86|cdc2
P07844142A0640|74 76|SR
P07844142A0640|119 121|SR
P07844142A0640|132 137|SRP54
P07844155A0327|207 210|LAR
P07844425A0289|88 90|10
P07846153A0403|25 27|12
P07852400A0519|32 39|Rho GDI
P07852400A0519|80 84|Rac1
P07857344A0591|142 143|h
P07859739T0000|34 36|Rb
P07859739T0000|83 86|p16
P07859739T0000|91 95|MTS1
P07862092A0302|102 106|pol3
P07862092A0302|117 118|5
P07862092A0302|118 120|-1
P07862092A0302|134 138|pol3
P07862092A0302|191 195|pol3
P07862092A0302|208 212|pol3
P07862092A0302|219 220|5
P07862092A0302|220 222|-1
P07862168A0000|93 94|T
P07863047A0229|34 37|ACE
P07863047A0229|139 140|2
P07863047A0229|191 194|ACE
P07864652A0753|56 58|H1
P07864652A0753|59 60|1
P07864652A0753|87 89|L2
P07864652A0753|108 110|H1
P07864652A0753|111 113|L2
P07864652A0753|114 115|1
P07865129A0293|31 34|TBP
P07865129A0293|35 39|TATA
P07872673A0332|57 59|Rb
P07872673A0332|126 129|fos
P07872788A1717|67 68|C
P07872788A1717|90 91|3
P07876191A0808|23 26|ADH
P07877619A1284|176 178|RA
P07878029A0721|13 18|CBF-A
P07878029A0721|23 28|CBF-C
P07878029A0721|64 69|CBF-A
P07878029A0721|70 75|CBF-C
P07878029A0721|93 98|CBF-B
P07878029A0721|122 127|CBF-A
P07878029A0721|131 136|CBF-C
P07878029A0721|182 187|CBF-A
P07878029A0721|188 193|CBF-C
P07883167A0157|39 43|UPF3
P07883193A0000|60 61|1
P07883193A0000|90 93|fru
P07883193A0000|219 220|S
P07886610A0000|117 118|6
P07890674A0916|29 39|E-cadherin
P07890674A0916|66 69|APC
P07890674A0916|74 84|E-cadherin
P07891685A1051|83 84|p
P07891685A1051|128 131|Cat
P07891685A1051|132 133|p
P07891685A1051|138 139|1
P07891685A1051|139 140|p
P07891685A1051|151 155|CAT8
P07891713T0000|39 42|Fos
P07891713T0000|51 54|act
P07896088A0720|88 92|RAP1
P07896088A0720|112 116|RIF1
P07896088A0720|153 154|C
P07896088A0720|173 177|RIF1
