P00030183T0000|37 43|HLA-B5
P03878585A0507|100 101|r
P03878585A0507|159 161|in
P03878585A0507|184 186|m2
P03878585A0507|187 190|bsa
P03878585A0507|192 193|r
P03878585A0507|320 322|m2
P03878585A0507|323 326|bsa
P03878585A0507|328 329|r
P03882029A0000|45 49|cats
P03882029A0000|120 124|cats
P03882029A0000|176 179|cat
P03887769A0093|40 41|g
P03887769A0093|71 72|J
P03887769A0093|73 74|g
P03887769A0584|93 95|in
P03887769A0584|128 130|in
P03891766A1473|54 56|in
P03894482A0549|36 56|serum IgE antibodies
P03898382A0000|91 93|in
P03898382A0000|152 153|a
P03898382A0000|188 189|a
P03908493A0246|65 81|immunoperoxidase
P03908493A0246|107 111|thin
P03911052A0909|27 28|a
P03911052A0909|48 50|CP
P03911052A0909|51 53|in
P03911052A0909|78 81|now
P03911052A0909|97 99|CP
P03911052A0909|100 102|in
P03915540A0863|17 34|gcd1-101 mutation
P03915540A0863|82 96|GCN4-lacZ mRNA
P03922116A0197|105 110|gamma
P03922116A0197|241 244|luc
P03923976T0001|54 64|factor XII
P03928442A0463|74 84|Mtase gene
P03928678T0000|0 29|Thyrotropin-releasing hormone
P03931293A0437|55 58|can
P03931293A0437|107 109|in
P03931293A0437|115 122|albumin
P03931797A0134|63 65|in
P03940818T0000|22 24|in
P03940818T0000|33 36|HBV
P03953361A0000|115 146|myocardial creatine kinase (CK)
P03956647A1063|43 46|tip
P03956647A1063|139 141|ph
P03956647A1063|143 146|1 A
P03956647A1063|283 285|ph
P03956647A1063|290 291|A
P03974790A0053|47 48|a
P03974790A0053|75 76|a
P03987818A0440|24 28|AP-A
P03987818A0440|55 57|in
P03989827T0000|17 35|lactase phenotypes
P03989827T0000|36 38|in
P03992022A0330|78 112|aminopyrine- and TMO N-demethylase
P03992022A0330|117 136|aniline hydroxylase
P03992022A0330|180 184|rats
P03992022A0330|210 212|in
P03992022A0330|217 221|rats
P03998813A0406|142 144|in
P04000347A0442|133 136|BEN
P04000347A0442|168 171|BEN
P04000347A0442|178 179|c
P04000347A0442|210 211|a
P04011338A0620|24 25|a
P04011338A0620|73 75|in
P04011338A0620|104 105|a
P04011338A0620|136 137|r
P04011338A0620|146 147|p
P04014833A0400|131 145|concanavalin A
P04014861A0000|123 149|superoxide dismutase (SOD)
P04014861A0000|153 161|catalase
P04014861A0000|203 205|in
P04014861A0000|206 210|rats
P04019066A0000|187 189|in
P04019066A0000|204 208|rats
P04021305A0530|163 173|regulation
P04021431A0000|120 122|in
P04024685A0650|65 67|RS
P04024685A0650|114 115|p
P04024685A0650|168 169|p
P04024685A0650|227 228|p
P04024685A0650|284 285|p
P04024685A0650|340 341|p
P04032349A0000|192 207|Lys Plasminogen
P04040083A0000|34 36|in
P04040083A0000|49 58|regulated
P04040307A0145|94 96|NE
P04040339T0001|86 90|beta
P04051521T0001|91 94|MTX
P04055593A0523|155 158|gas
P04067540A0413|224 225|a
P04067540A0413|248 249|a
P04067540A0413|347 348|a
P04068663A0452|146 149|CRF
P04068969A0300|3 5|L4
P04068969A0300|44 45|a
P04070725A0442|35 36|a
P04070725A0442|102 103|a
P04074214A0000|64 66|in
P04074214A0000|67 68|a
P04075061A0355|33 34|L
P04079738A0677|145 146|C
P04086403A1016|74 75|P
P04086403A1016|91 93|in
P04086993T0000|78 80|in
P04088396A0145|139 140|a
P04088733T0001|59 61|in
P04088733T0001|92 94|in
P04088936T0001|27 43|antithrombin III
P04088936T0001|54 75|plasminogen activator
P04088936T0001|85 87|in
P04145244T0000|23 24|a
P04145244T0000|35 41|smooth
P04164669T0000|42 44|in
P04189158T0000|41 64|anti-Rh immune globulin
P04246054T0028|36 75|rabbit-anti-lymphocyte globulin (RAMLG)
P04246054T0028|144 146|in
P04308979T0000|61 64|BCG
P04328746T0073|25 43|cytochrome oxidase
P04377003A0000|128 131|CSF
P04377003A0000|153 156|CSF
P04394290T0000|8 10|in
P04394290T0000|19 39|adrenergic receptors
P04394290T0000|40 42|in
P04394290T0000|58 60|in
P04394290T0000|95 98|cat
P04515631T0000|23 37|antithrombin 3
P04515631T0000|38 40|in
P04536964T0000|18 19|H
P04536964T0000|33 34|H
P04536964T0000|64 66|in
P04544704T0001|45 47|in
P04563045T0000|88 89|a
P04583791T0000|31 33|in
P04615828T0001|31 32|e
P04654249T0000|82 85|cat
P04824747T0000|21 25|rats
P04824747T0000|71 73|in
P04843031T0000|45 47|in
P04890336T0001|105 119|FTA antibodies
P04919613T0001|69 77|collagen
P04947347T0000|17 21|rats
P04947347T0000|47 49|in
P04999086T0001|36 39|end
P04999086T0001|94 96|in
P05152314T0001|29 32|gas
P05170106T0034|119 126|trypsin
P05170106T0034|148 150|NF
P05172970T0001|126 128|in
P05172970T0001|136 138|in
P05394461T0001|25 27|in
P05425195T0001|12 51|aspartate aminotransferase (EC 2.6.1.1)
P05425195T0001|56 93|alanine aminotransferase (EC 2.6.1.2)
P05425195T0001|94 96|in
P05425195T0001|97 100|rat
P05451324T0000|38 40|O2
P05463837T0023|34 36|in
P05497793T0000|114 116|in
P05502054T0000|12 17|twins
P05552149T0000|25 27|in
P05594277T0051|55 57|in
P05689427T0052|11 12|N
P05718386T0001|16 17|a
P05718386T0001|28 32|flap
P05722341T0000|79 82|gas
P05725509T0000|38 42|rats
P05733952T0001|95 97|in
P05763347T0000|39 64|beta-adrenergic receptors
P05792911T0000|11 35|beta-adrenergic receptor
P05798063T0000|44 45|a
P05805644T0001|66 68|in
P05850652T0001|108 111|rat
P05857301T0000|49 53|rats
P05967610T0000|75 78|cat
P06065507T0000|45 49|rats
P06084810A0169|94 95|a
P06091914A0000|83 85|in
P06091914A0000|152 153|a
P06091914A0000|188 193|int-1
P06093354A0000|151 157|Balb/c
P06093363A0612|86 88|in
P06093363A0612|116 120|gaps
P06094591A0000|4 54|envelope glycoproteins of Rous sarcoma virus (RSV)
P06094591A0000|65 69|gp37
P06094591A0000|84 86|in
P06094591A0000|103 104|a
P06094591A0000|161 162|a
P06094591A0000|224 228|gp37
P06096380A0662|16 74|cytosolic phosphoenolpyruvate carboxykinase of the chicken
P06109017A0000|31 37|beta-1
P06109017A0000|223 225|dP
P06109017A0000|305 307|in
P06121577A0280|194 196|in
P06121577A0280|212 224|plasma renin
P06131378A0818|72 75|end
P06131378A0818|83 92|DHFR cDNA
P06131378A0818|153 162|DHFR cDNA
P06138313A0948|113 114|a
P06138313A0948|163 164|l
P06141764A0339|121 123|in
P06141764A0339|124 126|PB
P06152844T0000|43 52|prolactin
P06152844T0000|63 65|in
P06153936A0784|85 86|a
P06163433T0000|82 99|monoamine oxidase
P06165551A0793|172 174|in
P06165551A0793|217 220|sec
P06165551A0793|270 272|in
P06175691T0000|35 36|a
P06185493A0468|94 95|a
P06185493A0468|140 169|bovine muscle pyruvate kinase
P06198241A0209|133 136|can
P06209403A0562|46 56|U2/4 locus
P06209499A0682|65 67|in
P06209499A0682|84 85|a
P06209499A0682|148 149|a
P06212776A0000|46 47|a
P06212776A0000|83 87|G6PD
P06212776A0000|148 149|a
P06229542T0045|69 71|in
P06229542T0045|72 73|a
P06239545A0649|52 54|in
P06239545A0649|111 112|a
P06239545A0649|118 120|in
P06244732T0000|20 53|serum creatine kinase B isoenzyme
P06252883A0100|144 145|a
P06254403A0000|79 85|linked
P06254973A1757|130 134|HDP*
P06254973A1757|191 192|n
P06254973A1757|282 284|in
P06254973A1757|288 292|HDP*
P06254973A1757|346 347|n
P06270347A0740|34 35|a
P06272844A0000|104 106|in
P06272844A0000|135 163|micrococcal nuclease (MNase)
P06272844A0000|192 203|replicating
P06278424A0145|45 52|CH gene
P06278424A0145|83 108|rearranged gamma 2b genes
P06281759A1086|8 30|RNase III host mutants
P06281759A1086|45 47|in
P06281759A1086|48 51|sib
P06281759A1086|52 62|regulation
P06281759A1086|82 89|PL mRNA
P06281759A1086|93 96|sib
P06281759A1086|105 121|endoribonuclease
P06281759A1086|132 140|int mRNA
P06281759A1086|160 163|int
P06287737A0477|246 248|in
P06287737A0477|277 278|a
P06287737A0477|395 401|type B
P06296833A0000|26 53|larval cuticle protein gene
P06300662T0000|62 64|in
P06307099A1005|50 52|in
P06308536T0001|4 41|hepatitis A virus antibody (anti-HAV)
P06308536T0001|42 44|in
P06310457A0000|72 74|in
P06310608A0749|68 69|M
P06310608A0749|182 183|M
P06314276T0000|98 130|SV40 early or late gene promoter
P06314312A0359|286 287|P
P06316623A0188|72 74|in
P06316623A0188|97 99|in
P06318078T0000|44 49|gamma
P06318078T0000|67 69|in
P06318078T0000|112 117|alpha
P06319072A0711|104 106|in
P06319072A0711|193 210|beta-adrenoceptor
P06322183A1070|106 120|NPT II protein
P06322183A1070|136 138|in
P06322183A1070|180 182|in
P06327039A0743|218 222|CD25
P06327039A0743|271 273|in
P06327039A0743|297 298|r
P06327039A0743|308 309|p
P06327638A0155|28 87|chloramphenicol-inducible chloramphenicol acetyltransferase
P06328485A0277|70 73|end
P06328485A0277|77 86|delta gag
P06328485A0277|97 100|end
P06328485A0277|141 143|in
P06328485A0277|227 230|mht
P06328485A0277|237 240|myc
P06328485A0277|290 312|chicken proto-myc gene
P06333433A0000|108 114|type b
P06336045A0261b|152 155|TRP
P06336045A0261b|201 203|ca
P06345840A0348|12 14|in
P06345840A0348|21 22|A
P06345840A0348|33 35|CI
P06345840A0348|42 44|CI
P06346427A0000|56 58|in
P06346427A0000|80 84|rats
P06349364A1051|111 149|type III group B Streptococcus antigen
P06350092A0916|45 47|in
P06360426A0501|100 102|in
P06360426A0501|107 109|pH
P06361318A0440|55 57|R1
P06361318A0440|64 66|in
P06361318A0440|88 90|in
P06361318A0440|165 167|R1
P06367414A0000|36 37|a
P06367414A0000|101 103|in
P06367414A0000|104 105|a
P06373409A1163|76 83|amalgam
P06373855A0000|198 214|immunoperoxidase
P06374369A1112|54 56|in
P06374369A1112|69 71|in
P06374369A1112|84 88|rats
P06374369A1112|96 97|a
P06374418A0877|83 102|parathyroid hormone
P06379363A0415|47 50|can
P06379363A0415|103 110|insulin
P06379363A0415|139 141|in
P06388818A0000|194 197|HDC
P06402859A0000|0 25|Antithrombin III (AT III)
P06402859A0000|29 30|a
P06402859A0000|52 56|acts
P06402859A0000|87 95|thrombin
P06402859A0000|103 104|a
P06407348A0516|72 74|in
P06407348A0516|151 176|cardiac receptors (beta1)
P06407348A0516|191 222|smooth muscle receptors (beta2)
P06411659A0793|89 90|N
P06412385A0356|109 111|in
P06412385A0356|209 211|in
P06434587A0551|35 38|FSH
P06434587A0551|93 95|LH
P06434587A0551|100 103|FSH
P06434587A0551|117 120|LRH
P06435565A0648|44 46|in
P06435565A0648|122 123|p
P06435565A0648|225 228|sec
P06435565A0648|229 230|m
P06435565A0648|234 235|p
P06460889A0512|159 162|max
P06467797A0233|89 90|D
P06467797A0233|108 109|D
P06467797A0233|115 116|D
P06467797A0233|117 119|in
P06467797A0233|127 129|in
P06467797A0233|145 147|rs
P06467797A0233|157 158|P
P06467797A0233|187 189|rs
P06467797A0233|199 200|P
P06468673A0358|102 104|in
P06468673A0358|127 128|P
P06479362A0680|133 137|able
P06479362A0680|156 158|in
P06480542A0000|52 54|in
P06480542A0000|67 69|in
P06482179A0497|56 58|in
P06482179A0497|75 76|a
P06483863A0000|124 128|beta
P06494215A0248|79 80|a
P06494215A0248|81 86|fixed
P06501086A0165|44 48|rats
P06501086A0165|59 63|rats
P06501086A0165|201 215|alpha-globulin
P06501086A0165|272 297|sperm agglutinin antibody
P06503329A0588|78 80|in
P06503329A0588|122 123|g
P06503329A0588|125 126|P
P06506074A0456|34 36|TG
P06506074A0456|43 45|PL
P06506074A0456|56 57|C
P06506074A0456|82 84|TG
P06506074A0456|91 93|PL
P06506074A0456|104 105|C
P06507629A0717|149 150|g
P06524202A0167|170 172|in
P06527379T0044|40 55|beta B1 subunit
P06527379T0044|72 73|a
P06527872T0000|140 144|rats
P06527872T0000|183 205|acid phosphatase (ACP)
P06548953T0001|0 30|Human thyroid stimulator (HTS)
P06548953T0001|31 33|in
P06555107A1227|122 126|beta
P06591992A0569|32 33|a
P06602580A0664|97 99|in
P06602580A0664|123 142|alpha 1-antitrypsin
P06607714T0000|19 23|rats
P06612373A0000|129 131|in
P06612373A0000|145 146|s
P06612373A0000|161 162|s
P06629370A0252|145 146|a
P06630319A0244|21 22|h
P06630319A0244|63 64|a
P06630319A0244|100 102|in
P06643612A0000|91 93|in
P06653755A0192|99 101|AP
P06654047A0694|156 158|in
P06654047A0694|159 160|a
P06654686T0001|40 41|a
P06654686T0001|80 82|in
P06654686T0001|83 84|a
P06662623A0124|61 62|a
P06662623A0124|86 87|h
P06662623A0124|91 92|a
P06662623A0124|124 125|n
P06662623A0124|126 130|cm-2
P06662623A0124|131 132|s
P06667015A0832|155 166|serum CK-MB
P06668316A0178|8 11|MOS
P06668316A0178|48 49|a
P06670732A0000|3 4|a
P06670732A0000|39 42|ASA
P06671925T0000|51 53|in
P06671925T0000|77 79|in
P06672094A0390|192 194|in
P06674374T0000|60 61|a
P06674516A0350|32 35|AMK
P06674516A0350|36 38|in
P06685177T0000|50 52|sp
P06685177T0000|54 55|n
P06694380A1483|23 25|in
P06694380A1483|90 91|P
P06694380A1483|101 108|resting
P06698047A0445|75 78|TRH
P06698047A0445|110 112|in
P06698047A0445|113 114|a
P06704467A0539|62 64|in
P06709310A0000|50 52|in
P06709310A0000|53 54|a
P06714298X0000|132 133|a
P06720371T0000|33 35|in
P06726257T0000|109 111|in
P06726257T0000|139 161|serotonin autoreceptor
P06728580A0291|3 4|a
P06728580A0291|29 31|in
P06728580A0291|105 106|a
P06732946A0281|32 38|fibrin
P06735247A0803|66 68|in
P06735247A0803|139 140|r
P06735247A0803|149 150|p
P06744024A0000|86 88|in
P06760394T0001|93 94|F
P06763897A0216|66 86|angiotensin II (AII)
P06781728A0690|115 117|in
P06781728A0690|201 203|in
P06781728A0690|228 232|rats
P06784123A0286|14 23|C mu RNAs
P06784123A0286|32 40|mu mRNAs
P06784123A0286|82 107|joining region (JH) locus
P06786756T0000|82 108|immunoglobulin delta genes
P06794480A0785|13 14|a
P06794480A0785|78 79|p
P06795971A0000|45 47|in
P06796300A0759|38 40|in
P06798609A0000|36 38|in
P06798609A0000|86 91|gamma
P06801778T0001|72 74|in
P06802500T0001|19 21|in
P06805504A0629|114 115|N
P06805504A0629|143 144|N
P06805537T0001|34 35|a
P06805537T0001|51 62|factor VIII
P06807149T0000|120 121|a
P06821147A0468|26 27|g
P06821147A0468|28 29|N
P06821147A0468|43 45|in
P06821147A0468|64 66|in
P06825641A0076|67 68|s
P06825641A0076|77 78|s
P06829082A0187|58 59|a
P06829082A0187|82 84|in
P06829082A0187|103 114|glutaminase
P06829082A0187|190 191|C
P06829082A0187|216 220|rats
P06829082A0187|225 229|rats
P06830351A0397|81 83|in
P06830351A0397|97 99|in
P06830351A0397|118 120|in
P06833422T0000|36 40|beta
P06833422T0000|44 49|alpha
P06833422T0000|72 74|in
P06835516A0000|10 11|a
P06858805A0314|79 90|Trycophytin
P06858805A0314|95 105|Tuberculin
P06869986A0000|74 76|in
P06869986A0000|101 103|in
P06872800T0000|23 25|in
P06872800T0000|54 57|HBV
P06880563A0516|78 80|in
P06880563A0516|92 94|in
P06880604A0167|54 56|in
P06880604A0167|94 96|in
P06882578A0464|227 230|end
P06884450A0234|87 89|in
P06895559A0000|15 20|beta2
P06895559A0000|59 60|a
P06895559A0000|61 78|phosphodiesterase
P06895559A0000|116 118|in
P06895559A0000|159 161|th
P06916588A0304|82 84|in
P06916588A0304|115 116|p
P06946693T0000|24 29|alpha
P06946693T0000|36 41|alpha
P06946693T0000|43 45|in
P06953957A0503|61 62|a
P06953957A0503|76 85|myoglobin
P06953957A0503|95 97|in
P06953957A0503|144 145|a
P06957125T0000|45 64|beta 2-adrenoceptor
P06959130A0996|64 79|human factor IX
P06959130A0996|83 93|factor IXa
P06959130A0996|97 107|factor XIa
P06959130A0996|127 130|Arg
P06959130A0996|145 148|Arg
P06962634A0190|95 97|in
P06966678A0523|278 279|r
P06966678A0523|288 289|n
P06966678A0523|311 312|r
P06966678A0523|321 322|n
P06966678A0523|338 342|vein
P06966678A0523|344 345|r
P06966678A0523|354 355|n
P06984225A0367|43 44|a
P06993660A0000|161 164|cut
P06993660A0000|222 226|rats
P06993660A0000|228 231|AHR
P06997203A0325|51 53|HI
P06997203A0325|94 96|in
P06997203A0325|133 136|PHA
P06997203A0325|171 173|in
P07015262A0396|147 150|CRP
P07021505A0510|38 45|sitting
P07021505A0510|61 62|P
P07034479A1050|75 77|in
P07034479A1050|82 84|AC
P07034479A1050|92 93|p
P07038189A2301|95 96|a
P07038189A2301|111 113|in
P07061263A0293|104 105|f
P07065206A0398|32 36|TXB2
P07078263T0000|36 37|a
P07088195T0019|41 43|in
P07107462A0202|105 107|in
P07107462A0202|115 116|n
P07112471A0639|107 109|in
P07113897A0285|77 81|rest
P07113897A0285|117 118|p
P07113897A0285|121 123|NS
P07113897A0285|178 179|p
P07113897A0285|182 184|NS
P07113897A0285|190 191|a
P07113897A0285|267 271|rest
P07113897A0285|272 273|r
P07113897A0285|291 292|r
P07113897A0285|301 302|p
P07116962A0299|45 47|in
P07119890T0000|30 32|in
P07119890T0000|76 77|m
P07124743A1223|16 18|in
P07124743A1223|19 20|a
P07124743A1223|301 302|g
P07136524A0180|137 139|in
P07141130A0615|62 64|in
P07141130A0615|114 115|p
P07141130A0615|261 263|in
P07147622T0000|32 34|in
P07149047A0260|33 34|Q
P07162146A0000|112 114|in
P07162146A0000|125 128|gas
P07172690A0547|36 38|in
P07172690A0547|91 113|creatine phosphokinase
P07172690A0547|126 138|calcium pump
P07172690A0547|140 151|Ca++-ATPase
P07173729A0000|78 80|in
P07174046T0000|34 36|in
P07174122A0000|0 27|Serum creatine kinase (SCK)
P07174122A0000|41 43|in
P07174122A0000|57 59|in
P07174122A0000|133 134|a
P07183576A0157|140 141|g
P07183576A0157|152 154|in
P07183576A0157|180 181|g
P07183576A0157|192 194|in
P07183576A0157|230 231|g
P07183576A0157|242 244|in
P07184375T0001|71 72|P
P07190627T0000|19 40|plasminogen activator
P07190627T0000|70 72|in
P07190869A0316|33 35|in
P07208984A0000|31 54|macroaggregated albumin
P07217329A0000|63 68|alpha
P07217329A0000|202 204|in
P07217329A0000|263 264|a
P07217329A0000|289 290|a
P07221179A0156|22 24|in
P07235355A0462|117 119|in
P07236351A0812|90 95|areas
P07243380A0327|43 44|P
P07243380A0327|70 72|in
P07243380A0327|73 76|P50
P07243380A0327|77 79|in
P07249895A0177|194 195|a
P07260987A0336|52 56|beta
P07260987A0336|83 85|in
P07260987A0336|135 137|in
P07262625A0000|307 309|in
P07262625A0000|324 326|in
P07262625A0000|341 342|a
P07267675A0000|76 77|a
P07274042A0249|51 52|a
P07282552A0990|9 10|V
P07298209A0291|151 152|a
P07298523T0000|44 49|alpha
P07298523T0000|65 67|in
P07306839T0001|55 59|rats
P07306839T0001|81 82|C
P07309562T0000|13 17|thin
P07312707T0000|31 32|a
P07312707T0000|38 41|rat
P07323063A0000|99 103|rats
P07323063A0000|143 144|a
P07326596A0061|40 43|IgE
P07340196T0001|41 42|a
P07340196T0001|56 58|in
P07365183A0000|124 126|in
P07365183A0000|239 243|SECT
P07377378A0143|53 57|beta
P07385933A0085|30 31|g
P07385933A0085|78 80|mu
P07385933A0085|81 83|Ci
P07385933A0085|137 139|in
P07386500A0174|65 73|factor X
P07392519T0001|42 44|in
P07393856A0314|13 17|beta
P07393856A0314|74 75|a
P07393856A0314|95 97|in
P07393976A0000|106 108|in
P07393976A0000|130 134|rats
P07393976A0000|154 155|a
P07394364A0738|156 158|O2
P07394364A0738|208 209|a
P07406527A0212|87 89|in
P07406527A0212|122 124|in
P07410037A0752|182 184|in
P07410037A0752|212 213|a
P07410037A0752|221 223|in
P07413242A0000|71 73|T1
P07413242A0000|74 76|L3
P07413806T0000|51 55|rats
P07419485A0158|119 122|can
P07426604A0397|66 69|can
P07426745A0177|86 90|rats
P07426745A0177|107 112|gamma
P07426745A0177|127 128|a
P07431059A0000|238 242|vein
P07431059A0000|259 263|vein
P07431059A0000|296 300|vein
P07431059A0000|327 331|vein
P07431059A0000|359 364|notch
P07435185A0074|112 113|a
P07436187A0147|119 120|a
P07436187A0147|168 170|in
P07436459A0245|148 149|a
P07436794A0148|3 4|a
P07436794A0148|49 52|CCA
P07438482A0145|131 133|E2
P07449253A0411|75 76|h
P07449253A0411|124 125|a
P07449253A0411|141 143|in
P07450031A0691|129 130|p
P07450031A0691|154 155|d
P07450388A0406|27 33|CCK-PZ
P07462481A0422|124 126|in
P07463294A1216|80 82|in
P07463294A1216|101 103|in
P07463294A1216|150 151|p
P07472582A0993|78 81|can
P07472582A0993|105 106|a
P07472582A0993|151 153|in
P07473169A0133|93 113|superoxide dismutase
P07473169A0133|118 126|catalase
P07473169A0133|138 140|in
P07474078A0838|35 37|in
P07474078A0838|110 112|CA
P07474078A0838|135 137|in
P07474078A0838|138 139|a
P07474085A0932|14 23|R protein
P07474085A0932|88 97|V protein
P07474124A1360|216 230|F glycoprotein
P07474140A1036|59 95|ICP27 C-terminal amino acid residues
P07474140A1036|128 130|in
P07474140A1036|131 145|ICP27 homologs
P07474140A1036|146 148|in
P07474140A1036|170 171|D
P07474140A1036|177 178|E
P07474140A1036|184 185|H
P07474140A1036|191 192|C
P07474140A1036|198 199|C
P07474140A1036|209 210|C
P07476164A1602|160 182|wild-type CspB protein
P07476701A0654|28 42|IgE antibodies
P07476963A0000|0 51|Peroxisome proliferator-activated receptors (PPARs)
P07476963A0000|56 83|retinoid X receptors (RXRs)
P07476963A0000|88 113|nuclear hormone receptors
P07477245A0625|49 71|aflatoxins B1 B2 G1 G2
P07477245A0625|103 113|AF B1 + G1
P07477245A0625|143 153|aflatoxins
P07487363A0447|29 34|asIgE
P07487363A0447|39 44|IgG-4
P07490083A0000|0 27|Carbonic anhydrase V (CA V)
P07490083A0000|41 43|in
P07490083A0000|65 67|in
P07490156A0647|63 65|in
P07490156A0647|105 106|a
P07490766T0000|79 100|c-Myc leucine zippers
P07490766T0000|102 103|a
P07490770A0267|20 30|coxI genes
P07490770A0267|40 41|a
P07490770A0267|107 128|yeast coxI intron aI4
P07490770A0267|152 197|279-amino-acid site-specific DNA endonuclease
P07493627A0882|93 102|EC-1 mRNA
P07493627A0882|127 130|RXR
P07493627A0882|157 161|EC-1
P07494314A1287|106 120|LMP2A homologs
P07494314A1287|185 187|in
P07495726A1189|37 38|a
P07495726A1189|73 75|in
P07495726A1189|116 136|Bcl-2 proto-oncogene
